1,1,53.29,61.57,122.29000000000002,57.54,1,1,0.0
1,2,0.0,13.37,17.24,30.490000000000002,1,1,1.0
1,3,311.38,0.0,399.62,111.9,1,1,1.0
1,4,91.83,0.0,227.25,61.84,1,1,0.0
2,1,35.0,58.5,119.19999999999999,55.2,1,1,0.0
2,2,0.0,15.0,10.4,27.0,1,1,1.0
2,3,311.06,0.0,398.89000000000004,111.81,1,1,1.0
2,4,91.83,0.0,226.86,61.82,1,1,0.0
3,1,19.8,55.4,113.39999999999999,53.199999999999996,1,1,0.0
3,2,0.0,15.0,3.6,27.0,1,1,1.0
3,3,310.74,0.0,398.15999999999997,111.71,1,1,1.0
3,4,91.83,0.0,226.48000000000002,61.8,1,1,0.0
4,1,3.5,52.7,109.5,53.599999999999994,1,1,0.0
4,3,310.42,0.0,397.87999999999994,111.62,1,1,1.0
4,4,91.83,0.0,226.10000000000002,61.78,1,1,0.0
5,1,0.0,50.2,94.2,52.25,1,1,0.0
5,3,310.1,0.0,397.6,111.53,1,1,1.0
5,4,91.83,0.0,225.72000000000003,61.76,1,1,0.0
6,1,0.0,47.7,75.4,50.89999999999999,1,1,0.0
6,3,308.2,0.0,398.8,111.43,1,1,1.0
6,4,91.83,0.0,225.34000000000003,61.74,1,1,0.0
7,1,0.0,44.7,57.9,51.2,1,1,0.0
7,3,308.67,0.0,397.47999999999996,111.34,1,1,1.0
7,4,91.83,0.0,224.96000000000004,61.72,1,1,0.0
8,1,0.0,41.7,41.8,48.2,1,1,0.0
8,3,309.15,0.0,396.15,111.25,1,1,1.0
8,4,91.83,0.0,224.58000000000004,61.7,1,1,0.0
9,1,0.0,41.7,27.0,40.2,1,1,0.0
9,3,308.83,0.0,396.11000000000007,111.15,1,1,1.0
9,4,91.83,0.0,224.2,61.68,1,1,0.0
10,1,0.0,41.7,12.2,39.0,1,1,1.0
10,5,918.79,182.3,41.210000000000036,81.59999999999997,1,1,1.0
10,3,308.51,0.0,396.06000000000006,111.06,1,1,1.0
10,4,91.83,0.0,223.81,61.66,1,1,0.0
11,5,871.9,181.9,88.10000000000002,84.70000000000002,1,1,1.0
11,3,308.19,0.0,396.02000000000004,110.97,1,1,1.0
11,4,91.83,0.0,223.43,61.64,1,1,0.0
12,5,821.8,171.6,138.20000000000005,88.72999999999999,1,1,1.0
12,3,307.87,0.0,395.98,110.87,1,1,1.0
12,4,91.83,0.0,223.05,61.62,1,1,0.0
13,5,777.6,161.2,182.39999999999998,99.0,1,1,1.0
13,3,307.56,0.0,395.93,110.78,1,1,1.0
13,4,91.83,0.0,222.67000000000002,61.6,1,1,0.0
14,5,736.0,151.2,224.0,119.30000000000001,1,1,1.0
14,3,307.24,0.0,395.88,110.69,1,1,1.0
14,4,91.82,0.0,222.68,61.5,1,1,0.0
14,6,0.0,177.93,16.12,43.94999999999999,1,1,1.0
15,5,696.0,144.22,264.0,116.22999999999999,1,1,1.0
15,3,306.92,0.0,395.84,110.59,1,1,1.0
15,4,91.8,0.0,222.7,61.39,1,1,0.0
15,6,0.0,164.9,37.52,70.76999999999998,1,1,1.0
16,5,655.9,137.25,270.30000000000007,113.15,1,1,1.0
16,3,306.6,0.0,395.79999999999995,110.5,1,1,1.0
16,4,91.79,0.0,222.70999999999998,61.29,1,1,0.0
16,6,0.0,167.7,58.92,81.76000000000002,1,1,1.0
17,5,620.37,130.27,259.48,110.07999999999998,1,1,1.0
17,3,306.6,0.0,395.77,110.44,1,1,1.0
17,4,91.77,0.0,222.73000000000002,61.18,1,1,0.0
17,6,0.0,163.5,80.31,99.75,1,1,1.0
18,5,584.83,123.3,248.66999999999996,107.00000000000001,1,1,1.0
18,3,306.6,0.0,395.74,110.37,1,1,1.0
18,4,91.76,0.0,222.74,61.08,1,1,0.0
18,6,0.0,167.5,101.71,111.80000000000001,1,1,1.0
19,5,549.3,116.32,242.80000000000007,103.93,1,1,1.0
19,3,306.6,0.0,395.7099999999999,110.31,1,1,1.0
19,4,91.75,0.0,222.75,60.97,1,1,0.0
19,6,0.0,174.53,123.11,117.79999999999998,1,1,1.0
20,5,517.2,109.35,230.19999999999993,100.85,1,1,1.0
20,3,306.6,0.0,395.67999999999995,110.24,1,1,1.0
20,4,91.73,0.0,222.76999999999998,60.87,1,1,0.0
20,6,0.0,181.57,144.5,123.80000000000001,1,1,1.0
21,5,485.8,105.18,229.33999999999997,98.25999999999999,1,1,1.0
21,3,306.6,0.0,395.65,110.18,1,1,0.0
21,4,91.72,0.0,222.79,60.77,1,1,0.0
21,6,0.0,188.6,165.9,129.79999999999998,1,1,1.0
22,5,457.8,101.02,216.59999999999997,93.67999999999999,1,1,1.0
22,3,306.6,0.0,395.62,110.11,1,1,0.0
22,4,91.71,0.0,222.8,60.66,1,1,0.0
22,6,0.0,198.1,196.1,137.52,1,1,1.0
23,5,428.3,96.86,210.49999999999994,91.36999999999999,1,1,1.0
23,3,306.6,0.0,395.59000000000003,110.05,1,1,0.0
23,4,91.69,0.0,222.82,60.56,1,1,0.0
23,6,14.5,207.6,214.87,145.25000000000003,1,1,1.0
24,5,402.3,92.7,199.7,87.8,1,1,1.0
24,3,306.6,0.0,395.55999999999995,109.98,1,1,0.0
24,4,91.68,0.0,222.82999999999998,60.45,1,1,0.0
24,6,36.15,217.1,226.48,152.97,1,1,1.0
