1,1,122.29,334.45,132.61,58.410000000000025,1,1,1.0
1,2,204.7,251.33,98.31,39.619999999999976,1,1,0.0
1,3,733.24,267.18,72.22000000000003,38.129999999999995,1,1,1.0
2,1,97.49,337.76,136.06,59.84000000000003,1,1,1.0
2,2,204.7,251.42,98.31,39.71000000000001,1,1,0.0
2,3,719.21,268.5,73.63999999999999,39.14999999999998,1,1,1.0
3,1,72.69,341.07,139.51,61.25999999999999,1,1,1.0
3,2,204.7,251.52,98.31,39.78999999999999,1,1,0.0
3,3,705.18,269.83,75.06000000000006,40.170000000000016,1,1,1.0
4,1,47.9,344.39,142.95,62.68000000000001,1,1,1.0
4,2,204.7,251.62,98.31,39.860000000000014,1,1,0.0
4,3,691.15,271.15,76.48000000000002,41.19,1,1,1.0
5,1,23.1,347.7,146.4,64.10000000000002,1,1,1.0
5,2,204.7,251.72,98.31,39.940000000000026,1,1,0.0
5,3,677.12,272.48,77.89999999999998,42.19999999999999,1,1,1.0
6,1,0.0,351.8,147.8,65.89999999999998,1,1,1.0
6,2,204.7,251.82,98.31,40.01999999999998,1,1,0.0
6,3,663.09,273.8,79.31999999999994,43.21999999999997,1,1,1.0
7,1,0.0,355.9,126.1,65.60000000000002,1,1,1.0
7,2,204.7,251.91,98.31,40.099999999999994,1,1,0.0
7,3,649.06,277.21,80.74000000000001,42.150000000000034,1,1,1.0
8,1,0.0,358.9,102.1,66.70000000000005,1,1,1.0
8,2,204.7,252.01,98.31,40.18000000000001,1,1,0.0
8,3,635.03,278.88,81.47000000000003,42.81999999999999,1,1,1.0
9,1,0.0,363.05,76.55,62.55000000000001,1,1,1.0
9,2,204.7,252.11,98.31,40.25999999999999,1,1,0.0
9,3,621.0,280.56,82.20000000000005,43.49000000000001,1,1,1.0
10,1,0.0,367.2,51.0,58.400000000000034,1,1,1.0
10,2,204.7,252.21,98.31,40.34,1,1,0.0
10,3,605.4,282.23,84.14999999999998,44.15999999999997,1,1,1.0
11,1,0.0,375.5,26.3,52.39999999999998,1,1,1.0
11,2,204.7,252.31,98.31,40.410000000000025,1,1,0.0
11,3,589.8,283.9,86.10000000000002,44.83000000000004,1,1,1.0
12,2,204.7,252.4,98.31,40.49999999999997,1,1,0.0
12,3,574.5,286.9,85.89999999999998,43.80000000000001,1,1,0.0
13,2,204.7,252.5,98.31,39.43000000000001,1,1,0.0
13,3,558.9,288.9,87.13,44.47000000000003,1,1,0.0
14,2,204.7,252.6,98.31,38.349999999999994,1,1,1.0
14,3,543.3,290.9,88.37,45.129999999999995,1,1,0.0
15,2,204.7,252.56,98.31,41.04000000000002,1,1,1.0
15,3,527.7,292.9,89.59999999999991,45.80000000000001,1,1,0.0
16,2,204.7,252.53,98.30000000000001,41.04999999999998,1,1,1.0
16,3,510.22,295.34,91.25999999999999,46.94,1,1,0.0
17,2,204.7,252.49,98.29000000000002,41.06,1,1,1.0
17,3,492.74,297.78,92.90999999999997,48.08000000000004,1,1,0.0
18,2,204.7,252.45,98.28000000000003,41.079999999999984,1,1,1.0
18,3,475.26,300.22,94.57000000000005,49.21999999999997,1,1,0.0
19,2,204.7,252.41,98.28000000000003,41.09,1,1,1.0
19,3,457.78,302.66,96.22000000000003,50.35999999999996,1,1,0.0
20,2,204.7,252.38,98.27000000000004,41.10000000000002,1,1,1.0
20,3,440.3,305.1,94.09999999999997,51.5,1,1,0.0
21,2,204.7,252.34,98.25999999999999,41.109999999999985,1,1,1.0
21,3,423.5,307.6,100.79999999999995,52.5,1,1,1.0
22,2,204.7,252.3,98.25,41.129999999999995,1,1,1.0
22,3,404.34,310.16,102.96000000000004,54.15999999999997,1,1,1.0
23,2,204.7,252.27,98.25,41.12999999999997,1,1,1.0
23,3,385.18,312.72,105.12,55.81999999999999,1,1,1.0
24,2,204.7,252.23,98.24000000000001,41.150000000000006,1,1,1.0
24,3,366.02,315.28,107.28000000000003,57.48000000000002,1,1,1.0
25,2,204.7,252.19,98.23000000000002,41.160000000000025,1,1,1.0
25,3,346.86,317.84,109.44,59.14000000000004,1,1,1.0
26,2,204.7,252.16,98.22000000000003,41.16999999999999,1,1,1.0
26,3,327.7,320.4,111.60000000000002,60.80000000000001,1,1,1.0
27,2,204.7,252.12,98.22000000000003,41.18000000000001,1,1,1.0
27,3,306.38,324.47,115.01999999999998,61.17999999999995,1,1,1.0
28,2,204.7,252.08,98.21000000000004,41.19999999999996,1,1,1.0
28,3,285.07,328.53,118.43,61.57000000000005,1,1,1.0
29,2,204.7,252.04,98.19999999999999,41.21000000000001,1,1,1.0
29,3,263.75,332.6,121.85000000000002,61.94999999999999,1,1,1.0
30,2,204.7,252.01,98.19,41.22000000000003,1,1,1.0
30,3,242.43,336.67,123.76999999999998,62.329999999999984,1,1,1.0
31,2,204.7,251.97,98.19,41.22999999999999,1,1,1.0
31,3,221.12,340.73,125.68,62.71999999999997,1,1,1.0
32,2,204.7,251.93,98.18,41.25,1,1,1.0
32,3,199.8,344.8,127.59999999999997,63.099999999999966,1,1,1.0
33,2,204.7,251.9,98.17000000000002,41.24999999999997,1,1,1.0
33,3,174.88,348.15,131.89999999999998,65.58000000000004,1,1,1.0
34,2,204.7,251.86,98.16000000000003,41.26999999999998,1,1,1.0
34,3,149.95,351.5,136.2,68.05000000000001,1,1,1.0
35,2,204.7,251.82,98.16000000000003,41.28000000000003,1,1,1.0
35,3,125.03,354.85,140.49999999999997,70.52999999999997,1,1,1.0
36,2,204.7,251.79,98.15000000000003,41.28999999999999,1,1,1.0
36,3,100.1,358.2,144.8,73.0,1,1,1.0
37,2,204.7,251.75,98.13999999999999,41.31,1,1,1.0
37,3,72.67,363.3,149.06,73.87,1,1,1.0
38,2,204.7,251.71,98.13,41.319999999999965,1,1,1.0
38,3,45.23,368.4,153.34,74.73000000000002,1,1,1.0
39,2,204.7,251.67,98.12,41.34,1,1,1.0
39,3,17.8,373.5,157.6,75.60000000000002,1,1,1.0
40,2,204.7,251.64,98.12,41.34000000000003,1,1,1.0
40,3,0.0,375.54,151.4,79.69999999999999,1,1,1.0
41,2,204.7,251.6,98.11000000000001,41.359999999999985,1,1,1.0
41,3,0.0,380.67,126.85,80.94999999999999,1,1,1.0
42,2,204.7,251.7,98.10000000000002,41.23000000000002,1,1,1.0
42,3,0.0,385.8,102.3,82.19999999999999,1,1,1.0
43,2,204.7,251.8,98.09000000000003,41.110000000000014,1,1,1.0
43,3,0.0,393.7,76.25,74.30000000000001,1,1,1.0
44,2,204.7,251.91,98.09000000000003,40.97999999999999,1,1,1.0
44,3,0.0,401.6,50.2,66.39999999999998,1,1,1.0
45,2,204.7,252.01,98.07999999999998,40.85000000000002,1,1,1.0
45,3,0.0,401.6,22.6,66.39999999999998,1,1,1.0
46,2,204.7,252.11,98.07,40.72999999999996,1,1,1.0
47,2,204.7,252.21,98.06,40.609999999999985,1,1,1.0
48,2,204.7,252.32,98.06,40.47000000000003,1,1,1.0
49,2,204.7,252.42,98.05000000000001,40.349999999999994,1,1,1.0
50,2,204.7,252.52,98.04000000000002,40.22999999999999,1,1,1.0
